move,pos_id_1,pos_id_2,pos_id_3,pos_id_4,pos_id_5,pos_id_6,pos_id_7,pos_id_8,pos_id_9,pos_id_10,pos_id_11,pos_id_12,pos_id_13,pos_id_14,pos_id_15,pos_id_16,pos_id_17,pos_id_18,pos_id_19,pos_id_20,pos_id_21,pos_id_22,pos_id_23,pos_id_24,pos_id_25,pos_id_26,pos_id_27,pos_id_28,pos_id_29,pos_id_30,pos_id_31,pos_id_32,pos_id_33,pos_id_34,pos_id_35,pos_id_36,pos_id_37,pos_id_38,pos_id_39,pos_id_40,pos_id_41,pos_id_42,pos_id_43,pos_id_44,pos_id_45,pos_id_46,pos_id_47,pos_id_48,pos_id_49,pos_id_50,pos_id_51,pos_id_52,pos_id_53,pos_id_54,pos_id_55,pos_id_56,pos_id_57,pos_id_58,pos_id_59,pos_id_60,pos_id_61,pos_id_62,pos_id_63,pos_id_64,pos_id_65,from_x,from_y,to_x,to_y,move_turn,move_type,move_status,red_game_value,blue_game_value
1,4,2,10,99,6,2,10,10,5,6,-1,4,1,-1,8,3,1,-1,0,7,2,-1,1,-1,0,3,9,3,5,7,-1,-1,-1,-1,-1,8,1,7,5,7,2,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,2,0,2,1,1,2,1,6235,6235
2,4,2,10,99,6,2,10,10,5,6,-1,4,1,-1,8,3,1,-1,0,7,2,-1,1,-1,0,3,9,3,5,-1,-1,-1,-1,-1,-1,8,1,7,5,-1,2,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,7,4,5,4,0,1,1,6085,6085
3,4,2,10,99,6,2,10,10,5,6,-1,4,1,-1,8,3,1,-1,0,7,2,-1,1,0,-1,3,9,3,5,-1,-1,-1,-1,-1,-1,8,1,7,5,-1,2,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,4,4,4,3,1,2,1,6085,6085
4,4,2,10,99,6,2,10,10,5,6,-1,4,1,-1,8,3,1,-1,0,7,2,-1,1,0,-1,3,9,3,5,-1,-1,-1,-1,-1,-1,8,1,7,-1,5,2,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,7,3,7,4,0,9,1,6085,6085
5,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,8,3,1,-1,-1,7,2,-1,1,0,-1,3,9,3,5,-1,-1,-1,-1,-1,-1,8,1,7,-1,5,2,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,3,3,2,3,1,2,1,6085,6085
6,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,8,3,1,-1,-1,7,2,-1,1,0,-1,3,9,3,5,5,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,7,4,5,4,0,6,1,6085,6085
7,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,8,3,1,-1,-1,7,2,-1,1,0,-1,3,9,-1,5,5,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,5,2,7,2,1,8,1,6085,6082
8,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,8,3,1,-1,-1,7,2,-1,1,0,-1,3,9,-1,-1,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,4,-1,3,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,5,4,5,3,0,6,1,6055,6052
9,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,8,3,1,-1,-1,-1,2,-1,1,0,-1,3,9,-1,-1,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,4,-1,7,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,3,4,8,4,1,1,1,6052,6052
10,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,8,3,1,-1,-1,-1,2,-1,1,0,-1,3,9,-1,-1,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,-1,4,7,2,0,-1,5,0,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,8,2,8,3,0,2,1,6052,6052
11,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,8,3,1,-1,-1,-1,2,-1,1,0,-1,3,9,-1,-1,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,-1,4,-1,2,0,-1,5,-1,3,-1,4,-1,3,6,10,1,1,9,10,2,10,99,6,8,4,9,4,1,1,1,5452,5902
12,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,8,3,1,-1,-1,-1,2,-1,1,0,-1,3,9,-1,-1,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,-1,4,-1,2,0,-1,5,-1,3,-1,4,-1,-1,6,10,1,1,9,10,2,10,99,6,10,4,2,4,0,5,1,5449,5902
13,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,3,1,-1,-1,8,2,-1,1,0,-1,3,9,-1,-1,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,-1,4,-1,2,0,-1,5,-1,3,-1,4,-1,-1,6,10,1,1,9,10,2,10,99,6,2,4,3,4,1,11,1,5449,5902
14,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,3,1,-1,-1,8,2,-1,1,0,-1,3,9,-1,-1,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,-1,4,-1,2,0,-1,-1,-1,3,-1,4,5,-1,6,10,1,1,9,10,2,10,99,6,9,3,10,3,0,2,1,5449,5902
15,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,3,1,-1,-1,8,2,-1,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,8,1,7,-1,-1,2,-1,-1,4,-1,2,0,-1,-1,-1,3,-1,4,5,-1,6,10,1,1,9,10,2,10,99,6,5,1,5,2,1,11,1,5449,5902
16,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,3,1,-1,-1,8,2,-1,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,7,-1,-1,2,8,-1,4,-1,2,0,-1,-1,-1,3,-1,4,5,-1,6,10,1,1,9,10,2,10,99,6,7,0,8,1,0,2,1,5449,5902
17,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,-1,1,-1,-1,8,2,3,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,7,-1,-1,2,8,-1,4,-1,2,0,-1,-1,-1,3,-1,4,5,-1,6,10,1,1,9,10,2,10,99,6,3,0,4,1,1,2,1,5449,5902
18,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,-1,1,-1,-1,8,2,3,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,7,2,8,-1,4,-1,2,0,-1,-1,-1,3,-1,4,5,-1,6,10,1,1,9,10,2,10,99,6,7,2,7,4,0,11,1,5449,5902
19,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,-1,-1,1,-1,8,2,3,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,7,2,8,-1,4,-1,2,0,-1,-1,-1,3,-1,4,5,-1,6,10,1,1,9,10,2,10,99,6,3,1,3,2,1,2,1,5449,5902
20,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,-1,-1,1,-1,8,2,3,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,4,-1,2,0,-1,-1,-1,3,-1,4,5,-1,6,10,1,1,9,10,2,10,99,6,7,4,3,4,0,1,1,5299,5902
21,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,4,-1,2,0,-1,-1,-1,3,-1,4,5,-1,6,10,1,1,9,10,2,10,99,6,3,4,3,3,1,3,1,5299,5902
22,4,2,10,99,6,2,10,10,5,6,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,4,-1,2,0,-1,-1,5,3,-1,4,-1,-1,6,10,1,1,9,10,2,10,99,6,10,3,9,4,0,9,1,5299,5902
23,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,4,-1,2,0,-1,-1,6,3,-1,4,-1,-1,6,10,1,1,9,10,2,10,99,6,1,4,9,4,1,1,1,5269,5902
24,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,1,0,-1,3,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,4,-1,2,0,-1,-1,9,3,-1,4,-1,-1,6,10,1,1,-1,10,2,10,99,6,11,4,9,4,0,1,1,5269,5832
25,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,1,0,-1,3,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,4,-1,2,0,-1,-1,9,3,-1,4,-1,-1,6,10,1,1,-1,10,2,10,99,6,5,2,5,4,1,11,1,5269,5832
26,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,1,0,-1,3,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,4,-1,2,0,-1,-1,-1,3,-1,4,9,-1,6,10,1,1,-1,10,2,10,99,6,9,4,10,3,0,2,1,5269,5832
27,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,-1,0,-1,3,-1,1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,4,-1,2,0,-1,-1,-1,3,-1,4,9,-1,6,10,1,1,-1,10,2,10,99,6,4,2,5,2,1,11,1,5269,5832
28,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,-1,0,-1,3,-1,1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,-1,4,2,0,-1,-1,-1,3,-1,4,9,-1,6,10,1,1,-1,10,2,10,99,6,8,3,8,4,0,9,1,5269,5832
29,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,-1,0,-1,3,-1,1,9,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,-1,4,2,0,-1,-1,-1,3,-1,4,9,-1,6,10,1,1,-1,10,2,10,99,6,5,4,5,3,1,3,1,5269,5832
30,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,-1,0,-1,3,-1,1,9,4,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,-1,-1,2,0,-1,-1,-1,3,-1,4,9,-1,6,10,1,1,-1,10,2,10,99,6,8,4,5,4,0,9,1,5269,5832
31,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,-1,0,-1,3,-1,1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,8,-1,-1,-1,2,0,-1,-1,-1,3,-1,4,9,-1,6,10,1,1,-1,10,2,10,99,6,5,3,5,4,1,1,1,5259,5832
32,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,-1,0,-1,3,-1,1,-1,9,-1,-1,-1,-1,-1,8,1,-1,-1,-1,2,-1,-1,-1,-1,2,0,-1,-1,-1,3,-1,4,9,-1,6,10,1,1,-1,10,2,10,99,6,8,1,7,0,0,11,1,5259,5832
33,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,-1,0,-1,3,-1,-1,-1,9,-1,-1,-1,-1,-1,8,1,-1,-1,-1,2,-1,-1,-1,-1,2,0,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,2,11,3,1,13,1,4659,5232
34,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,-1,0,-1,3,-1,-1,-1,9,-1,-1,-1,-1,-1,8,1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,0,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,9,1,9,2,0,2,1,4659,5232
35,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,2,3,-1,0,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,8,1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,0,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,0,7,0,1,5,1,4659,5229
36,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,1,8,-1,8,3,-1,0,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,0,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,7,0,4,0,0,1,1,4659,5227
37,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,-1,8,-1,8,3,1,0,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,0,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,3,2,4,2,1,11,1,4659,5227
38,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,-1,8,-1,8,3,1,0,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,9,2,8,3,0,2,1,4659,5227
39,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,8,3,1,0,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,3,3,3,2,1,2,1,4659,5227
40,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,8,1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,4,0,7,0,0,11,1,4659,5227
41,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,8,1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,4,5,3,1,11,1,4659,5227
42,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,7,1,1,0,0,13,1,4059,5227
43,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,3,5,0,1,11,1,4059,5227
44,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,7,0,8,1,0,3,1,4059,5227
45,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,0,5,3,1,11,1,4059,5227
46,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,8,1,7,0,0,11,1,4059,5227
47,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,3,5,0,1,11,1,4059,5227
48,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,7,0,7,1,0,3,1,4059,5227
49,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,0,5,2,1,11,1,4059,5227
50,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,7,1,7,0,0,11,1,4059,5227
51,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,2,-1,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,2,5,0,1,11,1,4059,5227
52,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,7,0,8,1,0,3,1,4059,5227
53,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,-1,0,-1,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,0,5,3,1,11,1,4059,5227
54,4,2,10,99,6,2,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,-1,-1,0,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,8,3,8,4,0,12,1,4059,5227
55,4,2,10,99,6,-1,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,0,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,1,0,8,0,1,5,1,4057,5225
56,4,2,10,99,6,-1,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,0,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,8,1,8,0,0,9,1,4057,5225
57,4,2,10,99,6,-1,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,0,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,5,3,5,0,1,11,1,4057,5225
58,4,2,10,99,6,-1,10,10,5,-1,-1,4,1,0,-1,-1,-1,8,-1,-1,-1,3,1,0,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,0,2,-1,-1,-1,-1,3,-1,4,9,-1,6,10,1,-1,-1,10,2,10,99,6,8,0,8,1,0,3,1,4057,5225
